date_id	team_1	team_2	result
20160107	NZ	SL	1
20160108	AFG	ZIM	1
20160110	AFG	ZIM	1
20160110	NZ	SL	1
20160115	BAN	ZIM	1
20160115	NZ	PAK	2
20160117	BAN	ZIM	1
20160117	NZ	PAK	1
20160120	BAN	ZIM	2
20160122	NZ	PAK	1
20160122	BAN	ZIM	2
20160126	AUS	IND	2
20160129	AUS	IND	2
20160130	HK	SCO	1
20160131	HK	SCO	2
20160131	AUS	IND	2
20160203	UAE	NET	2
20160204	UAE	SCO	1
20160205	NET	SCO	2
20160206	PNG	IRE	2
20160207	PNG	IRE	2
20160209	IND	SL	2
20160209	PNG	IRE	1
20160212	IND	SL	1
20160214	UAE	IRE	2
20160214	IND	SL	1
20160216	UAE	IRE	1
20160219	SA	ENG	1
20160219	UAE	AFG	1
20160219	HK	OMA	2
20160220	AFG	OMA	1
20160221	SA	ENG	1
20160221	HK	UAE	2
20160222	AFG	HK	1
20160222	OMA	UAE	2
20160224	BAN	IND	2
20160225	SL	UAE	1
20160226	BAN	UAE	1
20160227	IND	PAK	1
20160228	BAN	SL	1
20160229	PAK	UAE	1
20160301	IND	SL	1
20160302	BAN	PAK	1
20160303	IND	UAE	1
20160304	SA	AUS	1
20160304	PAK	SL	1
20160306	SA	AUS	2
20160306	BAN	IND	2
20160308	HK	ZIM	2
20160308	AFG	SCO	1
20160309	BAN	NET	1
20160309	SA	AUS	2
20160309	IRE	OMA	2
20160310	SCO	ZIM	2
20160310	AFG	HK	1
20160311	NET	OMA	0
20160311	BAN	IRE	0
20160312	AFG	ZIM	1
20160312	HK	SCO	2
20160313	IRE	NET	2
20160313	BAN	OMA	1
20160315	IND	NZ	2
20160316	BAN	PAK	2
20160316	ENG	WI	2
20160317	AFG	SL	2
20160318	AUS	NZ	2
20160318	ENG	SA	1
20160319	IND	PAK	1
20160320	AFG	SA	2
20160320	SL	WI	2
20160321	AUS	BAN	1
20160322	NZ	PAK	1
20160323	AFG	ENG	2
20160323	IND	BAN	1
20160325	AUS	PAK	1
20160325	SA	WI	2
20160326	BAN	NZ	2
20160326	ENG	SL	1
20160327	AFG	WI	1
20160327	IND	AUS	1
20160328	SA	SL	1
20160330	ENG	NZ	1
20160331	IND	WI	2
20160403	ENG	WI	2
20160618	ZIM	IND	1
20160620	ZIM	IND	2
20160622	ZIM	IND	2
20160705	ENG	SL	1
20160827	WI	IND	1
20160828	WI	IND	0
20160905	IRE	HK	2
20160906	SL	AUS	2
20160906	IRE	HK	0
20160907	ENG	PAK	2
20160909	SL	AUS	2
20160923	PAK	WI	1
20160924	PAK	WI	1
20160927	PAK	WI	1
20161214	UAE	AFG	2
20161216	UAE	AFG	2
20161218	UAE	AFG	2
