date_id	team_1	team_2	result
20150109	SA	WI	2
20150111	SA	WI	2
20150114	SA	WI	1
20150424	BAN	PAK	1
20150522	PAK	ZIM	1
20150524	PAK	ZIM	1
20150618	IRE	SCO	2
20150619	IRE	SCO	0
20150620	IRE	SCO	2
20150621	IRE	SCO	0
20150623	ENG	NZ	1
20150630	NET	NEP	1
20150701	NET	NEP	1
20150702	NET	NEP	1
20150703	NET	NEP	2
20150705	BAN	SA	2
20150707	BAN	SA	2
20150709	SCO	UAE	1
20150709	AFG	NET	1
20150710	AFG	UAE	1
20150711	SCO	NET	2
20150712	NET	UAE	1
20150712	SCO	AFG	2
20150713	IRE	NEP	1
20150713	HK	PNG	0
20150715	IRE	PNG	2
20150715	HK	NEP	1
20150717	ZIM	IND	2
20150717	NEP	PNG	2
20150717	IRE	HK	2
20150719	ZIM	IND	1
20150721	AFG	HK	2
20150723	AFG	PNG	1
20150725	HK	SCO	2
20150725	AFG	OMA	1
20150725	IRE	NET	2
20150726	IRE	HK	0
20150726	NET	SCO	0
20150730	SL	PAK	2
20150801	SL	PAK	2
20150809	ZIM	NZ	2
20150814	SA	NZ	1
20150816	SA	NZ	2
20150831	ENG	AUS	1
20150927	ZIM	PAK	2
20150929	ZIM	PAK	2
20151002	IND	SA	2
20151005	IND	SA	2
20151008	IND	SA	0
20151026	ZIM	AFG	2
20151028	ZIM	AFG	2
20151109	SL	WI	1
20151111	SL	WI	2
20151113	BAN	ZIM	1
20151115	BAN	ZIM	2
20151121	HK	OMA	2
20151122	UAE	OMA	1
20151124	HK	OMA	2
20151126	PAK	ENG	2
20151126	HK	OMA	1
20151127	PAK	ENG	2
20151128	AFG	HK	2
20151129	AFG	OMA	1
20151130	AFG	OMA	1
20151130	PAK	ENG	2
